# age (yr),T_eff (K),L (L_sun)
4.69136e+02,4.11091e+03,8.41910e+02
4.92377e+02,4.11345e+03,8.35431e+02
5.16735e+02,4.11655e+03,8.29140e+02
5.41638e+02,4.14211e+03,8.39611e+02
5.68128e+02,4.15304e+03,8.38494e+02
5.96247e+02,4.15675e+03,8.31420e+02
6.25704e+02,4.16019e+03,8.23876e+02
6.56556e+02,4.16396e+03,8.16336e+02
6.88872e+02,4.16771e+03,8.08524e+02
7.22903e+02,4.17138e+03,8.00367e+02
7.58602e+02,4.17515e+03,7.92026e+02
7.95979e+02,4.17901e+03,7.83521e+02
8.35091e+02,4.18296e+03,7.74842e+02
8.76340e+02,4.18740e+03,7.66243e+02
9.19496e+02,4.19195e+03,7.57494e+02
9.64710e+02,4.19621e+03,7.48310e+02
1.01225e+03,4.20054e+03,7.38933e+02
1.06199e+03,4.20548e+03,7.29779e+02
1.11425e+03,4.21037e+03,7.20351e+02
1.16906e+03,4.21513e+03,7.10642e+02
1.22646e+03,4.22009e+03,7.00897e+02
1.28668e+03,4.22501e+03,6.91044e+02
1.34992e+03,4.23051e+03,6.81253e+02
1.41622e+03,4.23620e+03,6.71403e+02
1.48572e+03,4.24168e+03,6.61273e+02
1.55858e+03,4.24720e+03,6.51016e+02
1.63500e+03,4.25337e+03,6.41019e+02
1.71513e+03,4.25951e+03,6.30862e+02
1.79913e+03,4.26534e+03,6.20415e+02
1.88720e+03,4.27166e+03,6.10145e+02
1.97951e+03,4.27796e+03,5.99768e+02
2.07633e+03,4.28413e+03,5.89249e+02
2.17794e+03,4.29105e+03,5.79050e+02
2.28440e+03,4.29767e+03,5.68632e+02
2.39597e+03,4.30449e+03,5.58272e+02
2.51286e+03,4.31142e+03,5.47938e+02
2.63559e+03,4.31850e+03,5.37637e+02
2.76418e+03,4.32550e+03,5.27280e+02
2.89886e+03,4.33278e+03,5.17059e+02
3.04021e+03,4.33988e+03,5.06753e+02
3.18831e+03,4.34751e+03,4.96702e+02
3.34355e+03,4.35531e+03,4.86740e+02
3.50634e+03,4.36270e+03,4.76704e+02
3.67690e+03,4.37017e+03,4.66810e+02
3.85577e+03,4.37832e+03,4.57163e+02
4.04321e+03,4.38618e+03,4.47399e+02
4.23959e+03,4.39405e+03,4.37764e+02
4.44559e+03,4.40204e+03,4.28232e+02
4.66116e+03,4.40981e+03,4.18643e+02
4.88751e+03,4.41800e+03,4.09394e+02
5.12462e+03,4.42636e+03,4.00238e+02
5.37296e+03,4.43487e+03,3.91230e+02
5.63345e+03,4.44323e+03,3.82247e+02
5.90634e+03,4.45121e+03,3.73256e+02
6.19243e+03,4.46039e+03,3.64745e+02
6.49207e+03,4.46888e+03,3.56150e+02
6.80627e+03,4.47750e+03,3.47711e+02
7.13562e+03,4.48624e+03,3.39414e+02
7.48071e+03,4.49489e+03,3.31221e+02
7.84226e+03,4.50361e+03,3.23157e+02
8.22128e+03,4.51263e+03,3.15326e+02
8.61841e+03,4.52151e+03,3.07588e+02
9.03478e+03,4.53101e+03,3.00141e+02
9.47086e+03,4.54002e+03,2.92650e+02
9.92785e+03,4.54876e+03,2.85271e+02
1.04069e+04,4.55761e+03,2.78060e+02
1.09091e+04,4.56717e+03,2.71148e+02
1.14353e+04,4.57641e+03,2.64297e+02
1.19866e+04,4.58521e+03,2.57487e+02
1.25647e+04,4.59469e+03,2.50962e+02
1.31702e+04,4.60378e+03,2.44455e+02
1.38048e+04,4.61277e+03,2.38105e+02
1.44701e+04,4.62208e+03,2.31966e+02
1.51674e+04,4.63146e+03,2.25979e+02
1.58983e+04,4.64088e+03,2.20145e+02
1.66642e+04,4.65004e+03,2.14409e+02
1.74666e+04,4.65893e+03,2.08761e+02
1.83081e+04,4.66831e+03,2.03352e+02
1.91901e+04,4.67736e+03,1.98063e+02
2.01152e+04,4.68687e+03,1.93013e+02
2.10846e+04,4.69548e+03,1.87996e+02
2.21020e+04,4.70482e+03,1.83273e+02
2.31689e+04,4.71356e+03,1.78661e+02
2.42877e+04,4.72181e+03,1.74163e+02
2.54632e+04,4.73095e+03,1.70047e+02
2.66964e+04,4.73884e+03,1.66001e+02
2.79914e+04,4.74697e+03,1.62233e+02
2.93510e+04,4.75478e+03,1.58702e+02
3.07799e+04,4.76191e+03,1.55384e+02
3.22805e+04,4.76864e+03,1.52279e+02
3.38577e+04,4.77471e+03,1.49409e+02
3.55133e+04,4.78074e+03,1.46771e+02
3.72522e+04,4.78606e+03,1.44314e+02
3.90795e+04,4.79208e+03,1.42105e+02
4.09982e+04,4.79718e+03,1.39930e+02
4.30132e+04,4.80215e+03,1.37870e+02
4.51259e+04,4.80726e+03,1.35798e+02
4.73394e+04,4.81223e+03,1.33663e+02
4.96587e+04,4.81802e+03,1.31512e+02
5.20876e+04,4.82394e+03,1.29202e+02
5.46297e+04,4.83013e+03,1.26684e+02
5.72873e+04,4.83757e+03,1.24001e+02
6.00603e+04,4.84607e+03,1.21113e+02
6.29503e+04,4.85460e+03,1.17850e+02
6.59593e+04,4.86407e+03,1.14352e+02
6.90949e+04,4.87515e+03,1.10738e+02
7.23493e+04,4.88719e+03,1.07080e+02
7.57501e+04,4.89876e+03,1.03462e+02
7.93160e+04,4.91040e+03,1.00010e+02
8.30557e+04,4.92229e+03,9.67278e+01
8.69740e+04,4.93379e+03,9.35604e+01
9.10857e+04,4.94563e+03,9.05756e+01
9.53933e+04,4.95694e+03,8.76852e+01
9.99085e+04,4.96817e+03,8.49199e+01
1.04642e+05,4.97977e+03,8.22965e+01
1.09609e+05,4.99112e+03,7.97999e+01
1.14814e+05,5.00221e+03,7.73878e+01
1.20274e+05,5.01363e+03,7.51148e+01
1.25997e+05,5.02468e+03,7.29216e+01
1.31994e+05,5.03558e+03,7.08192e+01
1.38287e+05,5.04695e+03,6.88280e+01
1.44874e+05,5.05865e+03,6.69129e+01
1.51778e+05,5.07006e+03,6.50740e+01
1.59022e+05,5.08142e+03,6.33198e+01
1.66615e+05,5.09304e+03,6.16603e+01
1.74581e+05,5.10497e+03,6.00934e+01
1.82936e+05,5.11704e+03,5.86098e+01
1.91693e+05,5.12885e+03,5.71889e+01
2.00882e+05,5.14050e+03,5.58364e+01
2.10525e+05,5.15499e+03,5.46725e+01
2.20629e+05,5.16658e+03,5.34573e+01
2.31234e+05,5.17977e+03,5.23791e+01
2.42357e+05,5.19301e+03,5.13741e+01
2.54029e+05,5.20620e+03,5.04417e+01
2.66268e+05,5.22029e+03,4.96203e+01
2.79113e+05,5.23468e+03,4.88899e+01
2.92588e+05,5.25120e+03,4.83190e+01
3.06718e+05,5.26725e+03,4.78187e+01
3.21533e+05,5.28381e+03,4.74403e+01
3.37061e+05,5.30113e+03,4.72069e+01
3.53328e+05,5.31985e+03,4.71591e+01
3.70330e+05,5.34092e+03,4.73464e+01
3.88087e+05,5.36310e+03,4.77613e+01
4.06542e+05,5.38869e+03,4.85162e+01
4.25707e+05,5.41486e+03,4.95799e+01
4.45437e+05,5.44362e+03,5.10885e+01
4.65527e+05,5.47701e+03,5.31616e+01
4.85952e+05,5.51340e+03,5.57518e+01
5.06707e+05,5.55412e+03,5.88006e+01
5.28083e+05,5.59851e+03,6.20806e+01
5.50210e+05,5.64726e+03,6.54751e+01
5.73230e+05,5.70010e+03,6.89237e+01
5.96655e+05,5.76004e+03,7.26365e+01
6.20310e+05,5.82709e+03,7.67402e+01
6.43989e+05,5.90358e+03,8.12700e+01
6.67321e+05,5.99154e+03,8.62803e+01
6.89977e+05,6.09368e+03,9.17338e+01
7.11138e+05,6.21706e+03,9.74385e+01
7.30728e+05,6.35985e+03,1.03277e+02
7.49148e+05,6.51587e+03,1.09364e+02
7.66684e+05,6.68252e+03,1.15745e+02
7.83767e+05,6.85645e+03,1.22562e+02
8.00482e+05,7.03720e+03,1.29850e+02
8.16858e+05,7.22479e+03,1.37627e+02
8.32919e+05,7.41933e+03,1.45906e+02
8.48682e+05,7.62104e+03,1.54694e+02
8.64173e+05,7.83014e+03,1.63991e+02
8.79412e+05,8.04690e+03,1.73793e+02
8.94424e+05,8.27161e+03,1.84093e+02
9.09293e+05,8.50463e+03,1.94844e+02
9.23998e+05,8.74629e+03,2.06040e+02
9.38549e+05,8.99686e+03,2.17678e+02
9.52989e+05,9.25676e+03,2.29706e+02
9.67298e+05,9.52629e+03,2.42120e+02
9.81519e+05,9.80581e+03,2.54887e+02
9.95734e+05,1.00959e+04,2.67897e+02
1.00998e+06,1.03969e+04,2.81069e+02
1.02427e+06,1.07093e+04,2.94297e+02
1.03865e+06,1.10334e+04,3.07572e+02
1.05310e+06,1.13694e+04,3.20857e+02
1.06764e+06,1.17179e+04,3.34088e+02
1.08244e+06,1.20795e+04,3.46945e+02
1.09765e+06,1.24551e+04,3.59103e+02
1.11344e+06,1.28453e+04,3.70194e+02
1.13034e+06,1.32512e+04,3.79183e+02
1.14933e+06,1.36718e+04,3.84110e+02
1.17465e+06,1.40680e+04,3.73387e+02
1.20246e+06,1.41635e+04,3.34478e+02
1.21315e+06,1.38911e+04,3.05069e+02
1.21508e+06,1.35469e+04,2.87901e+02
1.24165e+06,1.35074e+04,2.63440e+02
1.27573e+06,1.33755e+04,2.37142e+02
1.32829e+06,1.35145e+04,2.35527e+02
1.36336e+06,1.38270e+04,2.50855e+02
1.39017e+06,1.41733e+04,2.69052e+02
1.41529e+06,1.45414e+04,2.87805e+02
1.44541e+06,1.49308e+04,3.03876e+02
1.49310e+06,1.52728e+04,3.03925e+02
1.54530e+06,1.52442e+04,2.77332e+02
1.59677e+06,1.50836e+04,2.53343e+02
1.66779e+06,1.49789e+04,2.41241e+02
1.74992e+06,1.49565e+04,2.38991e+02
1.80053e+06,1.49572e+04,2.38958e+02
1.85271e+06,1.49596e+04,2.39016e+02
1.90649e+06,1.49604e+04,2.38961e+02
1.96169e+06,1.49606e+04,2.38874e+02
2.01808e+06,1.49607e+04,2.38775e+02
2.07701e+06,1.49597e+04,2.38640e+02
2.13661e+06,1.49586e+04,2.38506e+02
2.19905e+06,1.49573e+04,2.38398e+02
2.26195e+06,1.49561e+04,2.38294e+02
2.32834e+06,1.49549e+04,2.38217e+02
2.39474e+06,1.49537e+04,2.38141e+02
2.46509e+06,1.49522e+04,2.38075e+02
2.53623e+06,1.49507e+04,2.38011e+02
2.60894e+06,1.49491e+04,2.37952e+02
2.68578e+06,1.49474e+04,2.37907e+02
2.76261e+06,1.49456e+04,2.37862e+02
2.84241e+06,1.49438e+04,2.37826e+02
2.92608e+06,1.49419e+04,2.37801e+02
3.00975e+06,1.49400e+04,2.37777e+02
3.09590e+06,1.49380e+04,2.37757e+02
3.18776e+06,1.49359e+04,2.37747e+02
3.27963e+06,1.49339e+04,2.37738e+02
3.37149e+06,1.49318e+04,2.37728e+02
3.47202e+06,1.49295e+04,2.37731e+02
3.57372e+06,1.49271e+04,2.37735e+02
3.67542e+06,1.49248e+04,2.37738e+02
3.77913e+06,1.49224e+04,2.37745e+02
3.89264e+06,1.49199e+04,2.37764e+02
4.00614e+06,1.49174e+04,2.37784e+02
4.11965e+06,1.49149e+04,2.37803e+02
4.23572e+06,1.49123e+04,2.37826e+02
4.36339e+06,1.49097e+04,2.37862e+02
4.49105e+06,1.49071e+04,2.37898e+02
4.61872e+06,1.49045e+04,2.37934e+02
4.74638e+06,1.49018e+04,2.37970e+02
4.88978e+06,1.48991e+04,2.38022e+02
5.03444e+06,1.48963e+04,2.38075e+02
5.17910e+06,1.48936e+04,2.38128e+02
5.32375e+06,1.48908e+04,2.38182e+02
5.47695e+06,1.48880e+04,2.38242e+02
5.64200e+06,1.48850e+04,2.38313e+02
5.80705e+06,1.48821e+04,2.38383e+02
5.97209e+06,1.48792e+04,2.38454e+02
6.13714e+06,1.48762e+04,2.38525e+02
6.31879e+06,1.48732e+04,2.38609e+02
6.50830e+06,1.48701e+04,2.38700e+02
6.69781e+06,1.48670e+04,2.38791e+02
6.88733e+06,1.48638e+04,2.38882e+02
7.07684e+06,1.48607e+04,2.38973e+02
7.28762e+06,1.48575e+04,2.39082e+02
7.50649e+06,1.48543e+04,2.39198e+02
7.72536e+06,1.48510e+04,2.39313e+02
7.94423e+06,1.48478e+04,2.39429e+02
8.16310e+06,1.48445e+04,2.39545e+02
8.40230e+06,1.48412e+04,2.39678e+02
8.65640e+06,1.48380e+04,2.39824e+02
8.91049e+06,1.48347e+04,2.39970e+02
9.16459e+06,1.48314e+04,2.40116e+02
9.41868e+06,1.48281e+04,2.40262e+02
9.68350e+06,1.48248e+04,2.40417e+02
9.97936e+06,1.48213e+04,2.40596e+02
1.02752e+07,1.48179e+04,2.40775e+02
1.05711e+07,1.48145e+04,2.40954e+02
1.08669e+07,1.48110e+04,2.41134e+02
1.11628e+07,1.48076e+04,2.41313e+02
1.15015e+07,1.48038e+04,2.41524e+02
1.18451e+07,1.48000e+04,2.41738e+02
1.21887e+07,1.47962e+04,2.41952e+02
1.25322e+07,1.47924e+04,2.42166e+02
1.28758e+07,1.47886e+04,2.42381e+02
1.32590e+07,1.47843e+04,2.42623e+02
1.36548e+07,1.47798e+04,2.42873e+02
1.40506e+07,1.47754e+04,2.43124e+02
1.44463e+07,1.47709e+04,2.43375e+02
1.48421e+07,1.47664e+04,2.43627e+02
1.52909e+07,1.47615e+04,2.43918e+02
1.57419e+07,1.47565e+04,2.44212e+02
1.61929e+07,1.47515e+04,2.44506e+02
1.66439e+07,1.47465e+04,2.44800e+02
1.71278e+07,1.47409e+04,2.45117e+02
1.76356e+07,1.47350e+04,2.45450e+02
1.81434e+07,1.47291e+04,2.45783e+02
1.86512e+07,1.47232e+04,2.46117e+02
1.91947e+07,1.47169e+04,2.46480e+02
1.97600e+07,1.47105e+04,2.46863e+02
2.03253e+07,1.47040e+04,2.47246e+02
2.08928e+07,1.46976e+04,2.47631e+02
2.15158e+07,1.46907e+04,2.48065e+02
2.21388e+07,1.46838e+04,2.48499e+02
2.27619e+07,1.46769e+04,2.48933e+02
2.34303e+07,1.46697e+04,2.49410e+02
2.41112e+07,1.46625e+04,2.49898e+02
2.47921e+07,1.46552e+04,2.50387e+02
2.55191e+07,1.46476e+04,2.50918e+02
2.62584e+07,1.46399e+04,2.51460e+02
2.69979e+07,1.46323e+04,2.52005e+02
2.77960e+07,1.46242e+04,2.52603e+02
2.85941e+07,1.46161e+04,2.53203e+02
2.94160e+07,1.46079e+04,2.53827e+02
3.02734e+07,1.45993e+04,2.54485e+02
3.11309e+07,1.45908e+04,2.55144e+02
3.20456e+07,1.45818e+04,2.55860e+02
3.29628e+07,1.45728e+04,2.56581e+02
3.39195e+07,1.45635e+04,2.57343e+02
3.48970e+07,1.45540e+04,2.58128e+02
3.59034e+07,1.45443e+04,2.58944e+02
3.69414e+07,1.45343e+04,2.59794e+02
3.80048e+07,1.45241e+04,2.60672e+02
3.91037e+07,1.45137e+04,2.61589e+02
4.02308e+07,1.45030e+04,2.62539e+02
4.13905e+07,1.44920e+04,2.63526e+02
4.25876e+07,1.44807e+04,2.64558e+02
4.38080e+07,1.44692e+04,2.65619e+02
4.50806e+07,1.44572e+04,2.66739e+02
4.63729e+07,1.44449e+04,2.67887e+02
4.77148e+07,1.44321e+04,2.69098e+02
4.90919e+07,1.44189e+04,2.70354e+02
5.04976e+07,1.44053e+04,2.71648e+02
5.19605e+07,1.43911e+04,2.73014e+02
5.34590e+07,1.43764e+04,2.74431e+02
5.49939e+07,1.43613e+04,2.75900e+02
5.65761e+07,1.43454e+04,2.77433e+02
5.82096e+07,1.43288e+04,2.79037e+02
5.98857e+07,1.43118e+04,2.80701e+02
6.16072e+07,1.42941e+04,2.82430e+02
6.33765e+07,1.42756e+04,2.84233e+02
6.51958e+07,1.42564e+04,2.86113e+02
6.70673e+07,1.42364e+04,2.88075e+02
6.89948e+07,1.42153e+04,2.90128e+02
7.09755e+07,1.41933e+04,2.92271e+02
7.30108e+07,1.41701e+04,2.94507e+02
7.51046e+07,1.41457e+04,2.96846e+02
7.72579e+07,1.41200e+04,2.99296e+02
7.94704e+07,1.40930e+04,3.01855e+02
8.17426e+07,1.40645e+04,3.04536e+02
8.40747e+07,1.40344e+04,3.07342e+02
8.64713e+07,1.40024e+04,3.10285e+02
8.89360e+07,1.39684e+04,3.13376e+02
9.14609e+07,1.39324e+04,3.16612e+02
9.40588e+07,1.38936e+04,3.20022e+02
9.67190e+07,1.38524e+04,3.23594e+02
9.94514e+07,1.38082e+04,3.27361e+02
1.02251e+08,1.37608e+04,3.31323e+02
1.05119e+08,1.37098e+04,3.35492e+02
1.08055e+08,1.36548e+04,3.39884e+02
1.11058e+08,1.35953e+04,3.44510e+02
1.14126e+08,1.35311e+04,3.49387e+02
1.17256e+08,1.34617e+04,3.54515e+02
1.20450e+08,1.33869e+04,3.59874e+02
1.23703e+08,1.33066e+04,3.65467e+02
1.27007e+08,1.32200e+04,3.71299e+02
1.27993e+08,1.31931e+04,3.73071e+02
1.28983e+08,1.31656e+04,3.74864e+02
1.29976e+08,1.31374e+04,3.76677e+02
1.30972e+08,1.31086e+04,3.78508e+02
1.31972e+08,1.30791e+04,3.80361e+02
1.32973e+08,1.30489e+04,3.82238e+02
1.33976e+08,1.30180e+04,3.84137e+02
1.34982e+08,1.29863e+04,3.86054e+02
1.35989e+08,1.29539e+04,3.87991e+02
1.36997e+08,1.29209e+04,3.89953e+02
1.38006e+08,1.28870e+04,3.91929e+02
1.39014e+08,1.28522e+04,3.93920e+02
1.40023e+08,1.28167e+04,3.95935e+02
1.41030e+08,1.27803e+04,3.97967e+02
1.42036e+08,1.27430e+04,4.00009e+02
1.43039e+08,1.27050e+04,4.02068e+02
1.44040e+08,1.26661e+04,4.04140e+02
1.45038e+08,1.26264e+04,4.06227e+02
1.46034e+08,1.25859e+04,4.08340e+02
1.47023e+08,1.25444e+04,4.10451e+02
1.48007e+08,1.25020e+04,4.12566e+02
1.48985e+08,1.24589e+04,4.14694e+02
1.49958e+08,1.24149e+04,4.16824e+02
1.50922e+08,1.23700e+04,4.18962e+02
1.51878e+08,1.23242e+04,4.21100e+02
1.52827e+08,1.22778e+04,4.23245e+02
1.53768e+08,1.22306e+04,4.25387e+02
1.54698e+08,1.21825e+04,4.27525e+02
1.55622e+08,1.21340e+04,4.29662e+02
1.56537e+08,1.20848e+04,4.31790e+02
1.57444e+08,1.20351e+04,4.33925e+02
1.58340e+08,1.19849e+04,4.36038e+02
1.59228e+08,1.19341e+04,4.38145e+02
1.60106e+08,1.18828e+04,4.40247e+02
1.60980e+08,1.18315e+04,4.42368e+02
1.61842e+08,1.17796e+04,4.44478e+02
1.62698e+08,1.17276e+04,4.46595e+02
1.63545e+08,1.16752e+04,4.48715e+02
1.64387e+08,1.16229e+04,4.50852e+02
1.65225e+08,1.15706e+04,4.53027e+02
1.66055e+08,1.15183e+04,4.55220e+02
1.66884e+08,1.14663e+04,4.57473e+02
1.67713e+08,1.14148e+04,4.59799e+02
1.68549e+08,1.13642e+04,4.62247e+02
1.69391e+08,1.13146e+04,4.64841e+02
1.70252e+08,1.12675e+04,4.67715e+02
1.71141e+08,1.12240e+04,4.70970e+02
1.72074e+08,1.11886e+04,4.74910e+02
1.73027e+08,1.11707e+04,4.79841e+02
1.73869e+08,1.11810e+04,4.85466e+02
1.74442e+08,1.12177e+04,4.90756e+02
1.74835e+08,1.12654e+04,4.95503e+02
1.75114e+08,1.13187e+04,4.99849e+02
1.75321e+08,1.13747e+04,5.03960e+02
1.75481e+08,1.14325e+04,5.07938e+02
1.75608e+08,1.14915e+04,5.11857e+02
1.75712e+08,1.15512e+04,5.15767e+02
1.75798e+08,1.16115e+04,5.19700e+02
1.75870e+08,1.16721e+04,5.23685e+02
1.75930e+08,1.17330e+04,5.27763e+02
1.75980e+08,1.17939e+04,5.31964e+02
1.76023e+08,1.18547e+04,5.36302e+02
1.76061e+08,1.19153e+04,5.40799e+02
1.76093e+08,1.19757e+04,5.45440e+02
1.76121e+08,1.20356e+04,5.50239e+02
1.76145e+08,1.20948e+04,5.55237e+02
1.76167e+08,1.21529e+04,5.60426e+02
1.76185e+08,1.22097e+04,5.65798e+02
1.76201e+08,1.22648e+04,5.71333e+02
1.76216e+08,1.23179e+04,5.76892e+02
1.76229e+08,1.23677e+04,5.82314e+02
1.76240e+08,1.24136e+04,5.87489e+02
1.76250e+08,1.24532e+04,5.92019e+02
1.76259e+08,1.24833e+04,5.95177e+02
1.76268e+08,1.25007e+04,5.96368e+02
1.76274e+08,1.25034e+04,5.95166e+02
1.76280e+08,1.24930e+04,5.91874e+02
1.76285e+08,1.24742e+04,5.87334e+02
1.76290e+08,1.24457e+04,5.81297e+02
1.76294e+08,1.24094e+04,5.74305e+02
1.76299e+08,1.23664e+04,5.66792e+02
1.76303e+08,1.23191e+04,5.59378e+02
1.76308e+08,1.22683e+04,5.52414e+02
1.76312e+08,1.22140e+04,5.46287e+02
1.76317e+08,1.21565e+04,5.41264e+02
1.76322e+08,1.20960e+04,5.37938e+02
1.76327e+08,1.20340e+04,5.36398e+02
1.76333e+08,1.19721e+04,5.36773e+02
1.76340e+08,1.19120e+04,5.39279e+02
1.76346e+08,1.18540e+04,5.43199e+02
1.76353e+08,1.17986e+04,5.48371e+02
1.76360e+08,1.17444e+04,5.54043e+02
1.76368e+08,1.16911e+04,5.60077e+02
1.76376e+08,1.16377e+04,5.66057e+02
1.76384e+08,1.15838e+04,5.71770e+02
1.76393e+08,1.15289e+04,5.77046e+02
1.76402e+08,1.14728e+04,5.81749e+02
1.76412e+08,1.14161e+04,5.85960e+02
1.76423e+08,1.13588e+04,5.89680e+02
1.76434e+08,1.13011e+04,5.93013e+02
1.76445e+08,1.12434e+04,5.96072e+02
1.76463e+08,1.11590e+04,6.00064e+02
1.76482e+08,1.10746e+04,6.03376e+02
1.76502e+08,1.09900e+04,6.06197e+02
1.76523e+08,1.09054e+04,6.08555e+02
1.76544e+08,1.08211e+04,6.10491e+02
1.76567e+08,1.07371e+04,6.12127e+02
1.76590e+08,1.06534e+04,6.13486e+02
1.76613e+08,1.05699e+04,6.14415e+02
1.76637e+08,1.04868e+04,6.15152e+02
1.76661e+08,1.04039e+04,6.15557e+02
1.76685e+08,1.03214e+04,6.15731e+02
1.76709e+08,1.02393e+04,6.15758e+02
1.76733e+08,1.01576e+04,6.15572e+02
1.76756e+08,1.00762e+04,6.15196e+02
1.76780e+08,9.99526e+03,6.14650e+02
1.76803e+08,9.91472e+03,6.13940e+02
1.76826e+08,9.83459e+03,6.13115e+02
1.76848e+08,9.75486e+03,6.12078e+02
1.76870e+08,9.67557e+03,6.10940e+02
1.76891e+08,9.59671e+03,6.09662e+02
1.76912e+08,9.51833e+03,6.08278e+02
1.76932e+08,9.44041e+03,6.06769e+02
1.76951e+08,9.36296e+03,6.05131e+02
1.76970e+08,9.28599e+03,6.03421e+02
1.76989e+08,9.20953e+03,6.01581e+02
1.77007e+08,9.13357e+03,5.99621e+02
1.77025e+08,9.05811e+03,5.97559e+02
1.77042e+08,8.98317e+03,5.95376e+02
1.77058e+08,8.90874e+03,5.93079e+02
1.77074e+08,8.83482e+03,5.90722e+02
1.77089e+08,8.76145e+03,5.88259e+02
1.77104e+08,8.68860e+03,5.85714e+02
1.77119e+08,8.61629e+03,5.83097e+02
1.77133e+08,8.54451e+03,5.80447e+02
1.77146e+08,8.47327e+03,5.77707e+02
1.77160e+08,8.40257e+03,5.74936e+02
1.77172e+08,8.33241e+03,5.72104e+02
1.77185e+08,8.26282e+03,5.69183e+02
1.77197e+08,8.19377e+03,5.66197e+02
1.77208e+08,8.12526e+03,5.63179e+02
1.77220e+08,8.05729e+03,5.60120e+02
1.77231e+08,7.98991e+03,5.56931e+02
1.77241e+08,7.92306e+03,5.53697e+02
1.77252e+08,7.85676e+03,5.50417e+02
1.77262e+08,7.79101e+03,5.47096e+02
1.77271e+08,7.72579e+03,5.43731e+02
1.77281e+08,7.66112e+03,5.40332e+02
1.77290e+08,7.59697e+03,5.36895e+02
1.77299e+08,7.53336e+03,5.33415e+02
1.77307e+08,7.47030e+03,5.29885e+02
1.77316e+08,7.40777e+03,5.26313e+02
1.77324e+08,7.34577e+03,5.22707e+02
1.77331e+08,7.28428e+03,5.19085e+02
1.77339e+08,7.22331e+03,5.15439e+02
1.77347e+08,7.16286e+03,5.11766e+02
1.77354e+08,7.10293e+03,5.08058e+02
1.77361e+08,7.04351e+03,5.04329e+02
1.77368e+08,6.98460e+03,5.00583e+02
1.77374e+08,6.92619e+03,4.96823e+02
1.77381e+08,6.86827e+03,4.93050e+02
1.77387e+08,6.81086e+03,4.89265e+02
1.77393e+08,6.75393e+03,4.85468e+02
1.77399e+08,6.69749e+03,4.81664e+02
1.77405e+08,6.64154e+03,4.77855e+02
1.77410e+08,6.58606e+03,4.74043e+02
1.77416e+08,6.53105e+03,4.70234e+02
1.77421e+08,6.47651e+03,4.66425e+02
1.77427e+08,6.42244e+03,4.62619e+02
1.77432e+08,6.36883e+03,4.58818e+02
1.77437e+08,6.31566e+03,4.55029e+02
1.77442e+08,6.26296e+03,4.51241e+02
1.77447e+08,6.21071e+03,4.47453e+02
1.77451e+08,6.15892e+03,4.43662e+02
1.77456e+08,6.10759e+03,4.39871e+02
1.77460e+08,6.05670e+03,4.36078e+02
1.77465e+08,6.00625e+03,4.32290e+02
1.77469e+08,5.95625e+03,4.28497e+02
1.77473e+08,5.90670e+03,4.24697e+02
1.77478e+08,5.85759e+03,4.20886e+02
1.77482e+08,5.80895e+03,4.17047e+02
1.77486e+08,5.76079e+03,4.13166e+02
1.77490e+08,5.71318e+03,4.09179e+02
1.77495e+08,5.66617e+03,4.05039e+02
1.77499e+08,5.61984e+03,4.00697e+02
1.77503e+08,5.57416e+03,3.96173e+02
1.77508e+08,5.52916e+03,3.91469e+02
1.77513e+08,5.48492e+03,3.86545e+02
1.77518e+08,5.44163e+03,3.81295e+02
1.77523e+08,5.39963e+03,3.75572e+02
1.77529e+08,5.35994e+03,3.68998e+02
1.77536e+08,5.32292e+03,3.61597e+02
1.77543e+08,5.28762e+03,3.53853e+02
1.77549e+08,5.25371e+03,3.45920e+02
1.77556e+08,5.22117e+03,3.37843e+02
1.77563e+08,5.18990e+03,3.29687e+02
1.77571e+08,5.15961e+03,3.21542e+02
1.77578e+08,5.13007e+03,3.13478e+02
1.77585e+08,5.10085e+03,3.05595e+02
1.77593e+08,5.07135e+03,2.98017e+02
1.77601e+08,5.04117e+03,2.90825e+02
1.77610e+08,5.00926e+03,2.84323e+02
1.77619e+08,4.97443e+03,2.78952e+02
1.77630e+08,4.93568e+03,2.75625e+02
1.77641e+08,4.89482e+03,2.75675e+02
1.77652e+08,4.85689e+03,2.79148e+02
1.77661e+08,4.82424e+03,2.84934e+02
1.77668e+08,4.79598e+03,2.92074e+02
1.77676e+08,4.77077e+03,3.00064e+02
1.77682e+08,4.74775e+03,3.08690e+02
1.77688e+08,4.72673e+03,3.17905e+02
1.77695e+08,4.70666e+03,3.27537e+02
1.77701e+08,4.68782e+03,3.37643e+02
1.77707e+08,4.66990e+03,3.48189e+02
1.77714e+08,4.65226e+03,3.59082e+02
1.77721e+08,4.63525e+03,3.70385e+02
1.77729e+08,4.61877e+03,3.82088e+02
1.77737e+08,4.60287e+03,3.94196e+02
1.77746e+08,4.58689e+03,4.06601e+02
1.77757e+08,4.57141e+03,4.19382e+02
1.77769e+08,4.55639e+03,4.32517e+02
1.77782e+08,4.54158e+03,4.45964e+02
1.77796e+08,4.52690e+03,4.59733e+02
1.77811e+08,4.51232e+03,4.73847e+02
1.77826e+08,4.49831e+03,4.88434e+02
1.77842e+08,4.48458e+03,5.03479e+02
1.77858e+08,4.47072e+03,5.18929e+02
1.77874e+08,4.45714e+03,5.34961e+02
1.77890e+08,4.44373e+03,5.51459e+02
